"path","status","category","rationale","presentInPreSealBaseline","acceptedCommitCandidate"
"verification/evidence/r07-b3/hydrogen-refill.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/01-two-real-objects.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/02-object-a-off.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/03-object-b-off.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/04-real-object-selection.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/05-history-root.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/06-history-after-edit.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/07-undo.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/08-redo.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/09-b2-delete-selected.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/10-b2-bond.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/11-b3-add-h.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/12-b3-refill-h.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/13-b3-remove-h.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/14-b3-attach.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/15-b3-replace.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/16-picked-edit.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r07-operational-closure/17-object-isolation.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/01-rms-current-result.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/02-rms-fit-result.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/03-fit-apply-before.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/04-fit-apply-after.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/05-fit-undo.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/06-fit-redo.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/07-pair-fit.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/08-align-before.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/09-align-after.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/10-align-result-panel.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/11-refinement-rejected-pairs.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/12-alignment-object.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/13-multi-state-analysis.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/14-stale-result.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/15-unsupported-super.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r08/ui/16-unsupported-ce.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/acquisition/01-two-object-workspace-before-save.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/export/09-export-dialog.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/export/10-export-loss-warning.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/export/11-export-success.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/migration/15-revision-conflict.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/restore/12-restored-selection-result.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/restore/13-r08-result-restored.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/restore/14-degraded-or-failed-restore.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/scenes/06-scene-a.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/scenes/07-scene-b.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/scenes/08-scene-recall-a.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/sessions/02-save-session-revision.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/sessions/03-modified-workspace-second-save.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/sessions/04-reopen-first-revision.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/r09/sessions/05-reopen-latest-revision.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-bycell.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-console-matrix.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-cross-object-spatial.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-multi-object-surfaces.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-object-create.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-polymer-nucleic-mmcif.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-ribbon-color.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/selection-state-lineage.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/uploaded-cartoon-ligand-sticks.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/visualization-final/space-filling-ligand-only.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/evidence/visualization-final/uploaded-protein-cartoon-ligand-sticks.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_B_PQR_IMPORT.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_B_SDF_IMPORT.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_D_ANALYZE_RAIL.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_E_EDIT_RAIL.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_F_SELECT_RAIL.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_G_XYZ_IMPORT.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_1CRN_HIDDEN.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_4DJW_HIDDEN.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_4DJW_LOADED.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_BOTH_VISIBLE_FIT_ALL.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_BOTH_VISIBLE_RESTORED.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_H_LOCAL_TWO_OBJECTS.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_I_LIGAND_CONTEXT.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_J_DENSITY_MAP.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_J_FASTA_VIEWER.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_J_IMPORT_DIALOG_OPEN.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_J_IMPORT_DIALOG_SEQUENCE.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/final-rearchitecture/evidence/SLICE_J_TRAJECTORY.png","M","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/large-molecule-4v6f/19-lm-imp-001-fix/00-baseline/INGESTION_CODE_MAP.md","??","E. GENERATED_REPORT_METADATA","Generated campaign metadata or report retained for audit; not automatically staged.","True","False"
"verification/large-molecule-4v6f/19-lm-imp-001-fix/01-profile/fix-120s.events.jsonl","??","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/large-molecule-4v6f/19-lm-imp-001-fix/01-profile/fix-120s.memory.jsonl","??","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
"verification/large-molecule-4v6f/19-lm-imp-001-fix/01-profile/fix-120s.result.json","??","E. GENERATED_REPORT_METADATA","Generated campaign metadata or report retained for audit; not automatically staged.","True","False"
"verification/large-molecule-4v6f/19-lm-imp-001-fix/01-profile/fix-120s.stderr.log","??","F. BULK_EVIDENCE — DO NOT COMMIT","Bulk evidence, runtime output, or generated artifact; retained locally/external and excluded.","True","False"
