testId,category,query,priorFixture,priorExpectedClassification,applicability,executionStatus,sourceScanCount,sourceScanMembershipHash,screenshot,notes
"AG-001","AG","chain ZZZ","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-002","AG","resi 999999","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-003","AG","resn ZZZ","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-004","AG","name DOESNOTEXIST","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-005","AG","elem Xe","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-006","AG","model does_not_exist","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-007","AG","polymer.nucleic","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","206708","d3cc144495cca38375ab08bba51c00272ea337df5c24b294d427c521f11a9e9d","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-008","AG","metals","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","5351","239fd4e382b3375290cf18c1afbc0bec427379e5eb1c7146e552247eefe25c02","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AG-009","AG","hydrogens","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-001","AH","chain","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-002","AH","resi","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-003","AH","name","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-004","AH","elem","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-005","AH","within 4 of","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-006","AH","all within of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-007","AH","byres","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-008","AH","neighbor","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-009","AH","extend","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-010","AH","all and","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-011","AH","or all","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-012","AH","not","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-013","AH","((chain A)","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-014","AH","chain A))","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-015","AH","resi abc---","tests/fixtures/mini-protein.pdb","INVALID_VALUE","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-016","AH","b <","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-017","AH","q >","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-018","AH","unknown_selector_xyz","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AH-019","AH","chain A and and name CA","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-001","AI","all within -1 of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-002","AI","all within NaN of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-003","AI","all within Infinity of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-004","AI","all within abc of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-005","AI","organic expand -2","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AI-006","AI","resi 4--9","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-001","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-002","AJ","chain    A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-003","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-004","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-005","AJ","(chain A)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-006","AJ","( chain A )","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-007","AJ","polymer.protein and chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AJ-008","AJ","polymer.protein    and    chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AK-001","AK","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AK-002","AK","CHAIN A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AK-003","AK","Chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AL-001","AL","byres (polymer.protein within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AL-002","AL","byres ((polymer.protein and chain A) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AL-003","AL","byres ((polymer.protein and not resn GLY) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AL-004","AL","byres (polymer.protein within 4.0 of (organic and elem O+N))","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AL-005","AL","(byres (polymer.protein within 4.0 of organic)) and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AM-001","AM","polymer.protein and backbone","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AM-002","AM","polymer.protein and sidechain","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AM-003","AM","(polymer.protein and backbone) or (polymer.protein and sidechain)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-001","AN","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-002","AN","organic and elem C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-003","AN","organic and elem N","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-004","AN","organic and elem O","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-005","AN","organic and donors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-006","AN","organic and acceptors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-007","AN","neighbor organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-008","AN","bymolecule organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-009","AN","byring organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-010","AN","polymer.protein within 3 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-011","AN","polymer.protein within 4 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-012","AN","polymer.protein within 5 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AN-013","AN","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AO-001","AO","solvent","tests/fixtures/water.xyz","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","6","ac4eb51c83dd565771f0514c9873aa089c0e45a0fada0db6ef4534b1e91654b8","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AO-002","AO","solvent and elem O","tests/fixtures/water.xyz","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AO-003","AO","solvent within 3.5 of organic","tests/fixtures/water.xyz","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AO-004","AO","byres (solvent within 3.5 of organic)","tests/fixtures/water.xyz","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
