test_id,query,fixture,Mole parser,PyMOL parser,Mole count,PyMOL count,Mole hash,PyMOL hash,exact membership,visual pass,final status,notes
"AD-002","select pocket_test, byres (polymer.protein within 4 of ligand_test)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AD-003","pocket_test and chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AD-004","pocket_test and name CA","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","2","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AD-005","not pocket_test","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","4","","99a8d7c32b17ac977b722304d827f56c408975b3352922a9d01184bceb7a5e13","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AD-006","bychain pocket_test","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AE-001","model mini-protein.pdb in model mini-protein.pdb","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","12","","99a8d7c32b17ac977b722304d827f56c408975b3352922a9d01184bceb7a5e13","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AF-001","model mini-protein.pdb like model mini-protein.pdb","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","12","","99a8d7c32b17ac977b722304d827f56c408975b3352922a9d01184bceb7a5e13","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-001","chain ZZZ","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-002","resi 999999","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-003","resn ZZZ","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-004","name DOESNOTEXIST","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-005","elem Xe","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-006","model does_not_exist","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-007","polymer.nucleic","tests/fixtures/mini-protein.pdb","IMPLEMENTED_WITH_LIMITATION","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-008","metals","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","1","","22213cf5f1bfd4a0502c624daa8c7803fc7d891ab2ce2e64beaf33bd9454c457","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AG-009","hydrogens","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-001","chain","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-002","resi","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-003","name","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-004","elem","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-005","within 4 of","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-006","all within of organic","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-007","byres","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-008","neighbor","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-009","extend","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-010","all and","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-011","or all","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-012","not","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-013","((chain A)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-014","chain A))","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-015","resi abc---","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-016","b <","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-017","q >","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-018","unknown_selector_xyz","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AH-019","chain A and and name CA","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-001","all within -1 of organic","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-002","all within NaN of organic","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-003","all within Infinity of organic","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-004","all within abc of organic","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-005","organic expand -2","tests/fixtures/mini-protein.pdb","INVALID_EXPECTED","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AI-006","resi 4--9","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-001","chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-002","chain    A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-003","chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-004","chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-005","(chain A)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-006","( chain A )","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-007","polymer.protein and chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AJ-008","polymer.protein    and    chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AK-001","chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AK-002","CHAIN A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AK-003","Chain A","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","11","","88d0f7d15bad3d612734b3f47e2a7fdf57bfe1730dcf6346065a5b2a5f776c06","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AL-001","byres (polymer.protein within 4.0 of organic)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AL-002","byres ((polymer.protein and chain A) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AL-003","byres ((polymer.protein and not resn GLY) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","4","","f04b8299f9955c2a1ab6a24f6e2eecae52fc87091ac850ac882f05f5cc655283","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AL-004","byres (polymer.protein within 4.0 of (organic and elem O+N))","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AL-005","(byres (polymer.protein within 4.0 of organic)) and name CA","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","2","","9ba050f9ce4cf7f672482af26a620ced163d6be93ffafb40b406c6ee1f7251ae","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AM-001","polymer.protein and backbone","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AM-002","polymer.protein and sidechain","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AM-003","(polymer.protein and backbone) or (polymer.protein and sidechain)","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","8","","db7a0b7cd9058b0e5113319a7afd4af55512970b434dba6d5f140441ad426c6b","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-001","organic","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","2","","ca1ac9be36fba3e743490eff671bb5ab7e4d99ffa51d365f2b20957c37684cce","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-002","organic and elem C","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","1","","2e399c3876d1ea61f8c745e295e04901c2096249bda102a27b98f5fe673482fd","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-003","organic and elem N","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-004","organic and elem O","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","1","","a04719c4900a9f254e2519a00bab3e282037bed7424e5f29ff4fbcf9b475811e","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-005","organic and donors","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","1","","a04719c4900a9f254e2519a00bab3e282037bed7424e5f29ff4fbcf9b475811e","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-006","organic and acceptors","tests/fixtures/mini-protein.pdb","PASS","BLOCKED","1","","a04719c4900a9f254e2519a00bab3e282037bed7424e5f29ff4fbcf9b475811e","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
"AN-007","neighbor organic","tests/fixtures/mini-protein.pdb","EMPTY_VALID","BLOCKED","0","","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","","false","true","BLOCKED_PYMOL","Pinned PyMOL runtime is unavailable in this environment; exact comparison was not fabricated."
